"公司代號","公司簡稱","簽證會計師事務所名稱","簽證會計師","簽證會計師","核閱或查核日期","核閱或查核報告類型"
"3702","大聯大","資誠會計師事務所","曾惠瑾","葉冠妏","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"





"4104","佳醫","勤業眾信會計師事務所","張銘政","郭文吉","2006/04/24","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"4106","雃博","勤業眾信會計師事務所","王自軍","龔雙雄","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"4108","懷特","廣信益群會計師事務所","陳永琳","郭錦蓉","2008/06/25","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"4119","旭富製藥","立本台灣聯合會計師事務所","劉克宜","張書成","2006/04/13","??????????"??????????"修正式無保留核閱報告--會計原則變動"







"4306","炎洲","資誠會計師事務所","杜佩玲","王輝賢","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"4414","如興","鼎信聯合會計師事務所","林春枝","吳孟達","2006/04/24","???????"???????"保留式核閱報告--適用新公報"

"4526","東台","冠恆 聯 合 會 計 師 事 務 所","張進德","莊代如","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"4532","瑞智精密","勤 業 眾 信 會 計 師 事 務 所","蔡振財","張清福","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"






"4720","德淵企業","致遠會計師事務所","佟韻玲","黃素珍","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"4722","國精化學","勤業眾信會計師事務所","江佳玲","曾光敏","2006/04/21","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"





"4904","遠傳","勤業眾信會計師事務所","林安惠","施景彬","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"4906","正文","勤 業 眾 信 會 計 師 事 務 所","楊清鎮","翁榮隨","2006/04/25","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"




















"5007","三星科技","致遠會計師事務所","吳健源","黃崇輝","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5203","訊連","資誠會計師事務所","蔡金拋","王照明","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"









"5305","敦南科技","勤業眾信會計師事務所","張清福","陳清祥","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5388","中磊電子","致 遠 會 計 師 事 務 所","王金來 (YYY代表會計?","張嵐菁 (YYY代表會計?","2006/04/14","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"5434","崇越科技","資誠會計師事務所","蔡金拋","吳郁隆","2007/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5469","瀚宇博德","勤業眾信會計師事務所","盧啟昌","邱明玉","2006/04/07","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"5471","松翰科技","勤業眾信會計師事務所","張敬人","李東峰","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5484","慧友電子","勤 業 眾 信 會 計 師 事 務 所","余鴻賓","洪國田","2006/04/13","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5515","建國工程","資誠會計師事務所","蔡金拋","林鈞堯","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5519","隆大營建","致遠聯合會計師事務所","吳健源","蔡清典","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5521","工信","資誠會計師事務所","張明輝","周筱姿","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5522","遠雄建設","資誠會計師事務所","高文宏","林鈞堯","2006/04/25","??????????"??????????"修正式無保留核閱報告--會計原則變動、前期由其他會計師查核"
"5525","順天建設","建智聯合會計師事務所","黃祥穎","廖年傑","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5531","鄉林建設","敬業會計師事務所","王日春","黃智敏","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5533","皇鼎建設","勤 業 眾 信 會 計 師 事 務 所","陳慧銘 (YYY代表會計?","王錦燕 (YYY代表會計?","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5534","長虹","振興聯合會計師事務所","彭國豐","劉大儒","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"5607","遠雄港","資 誠 會 計 師 事 務 所","黎昌州","支秉鈞","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5608","四維航業","安侯建業會計師事務所","張淑瑩","賴麗真","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"5706","鳳凰旅遊","勤業眾信會計師事務所","翁榮隨會計師","楊清鎮會計師","2006/04/22","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"




"6005","群益證","安侯建業會計師事務所","林賢郎","丁玉山","2006/04/18","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"6108","競國實業","安 侯 建 業 會 計 師 事 務 所","關春修","王明志","2006/04/21","??????????"??????????"標準式無保留核閱報告 "
"6112","聚碩","安 侯 建 業 會 計 師 事 務 所","吳美萍","鍾丹丹","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6115","鎰勝","致遠會計師事務所","蕭翠慧","鄧泗堂","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6116","彩晶","勤業眾信會計師事務所","張銘政","何瑞軒","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6117","迎廣科技","致 遠 會 計 師 事 務 所","蕭翠慧","鄧泗堂","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6120","達運","安 侯 建 業 會 計 師 事 務 所","吳傳銓","張字信","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6128","上福全球","致 遠 會 計 師 事 務 所","林奇威","鄒炎崇","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6131","悠克國際","安 侯 建 業 會 計 師 事 務 所","江忠儀","林賢郎","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6133","金橋科技","安侯建業會計師事務所","黃耀明","周寶蓮","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"6136","富爾特","立本台灣聯 合 會 計 師 事 務 所","許坤錫","柯國全","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6139","亞翔工程","資 信 聯 合 會 計 師 事 務 所","陳榮華(YYY代表會計師","黃增國(YYY代表會計師","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6141","柏承科技","資 誠 會 計 師 事 務 所","蕭金木","薛守宏","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6142","友勁科技","安 侯 建 業 會 計 師 事 務 所","羅瑞蘭","顏幸福","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6145","勁永國際","安 侯 建 業 會 計 師 事 務 所","陳嘉修","張淑瑩","2006/04/26","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益、其他"
"6152","百一電子","致 遠 會 計 師 事 務 所","洪茂益","張志銘","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6153","嘉聯益","致 遠 會 計 師 事 務 所","鄧 泗 堂","蕭 翠 慧","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6155","鈞寶","致遠會計師事務所","洪茂益","張志銘","2006/04/14","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"6164","華興電子","致遠會計師事務所","佟韻玲","黃素珍","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6165","捷泰精密","資誠會計師事務所","王嘉瑜","陳美姿","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6166","凌華科技","勤業眾信會計師事務所","張銘政","郭文吉","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6168","宏齊科技","致 遠 會 計 師 事 務 所","楊建國","曾瑞燕","2006/04/07","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6172","互億科技","安 侯 建 業 會 計 師 事 務 所","曾渼鈺會計師","梅元貞會計師","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6176","瑞儀光電","安侯建業會計師事務所","王明志","方惠玲","2006/04/15","??????????"??????????"標準式無保留核閱報告 "
"6177","達麗","立 本 台 灣 聯 合 會 計 師 事 務 所","許坤錫","柯國全","2006/04/13","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6183","關貿","資誠會計師事務所","王照明","吳漢期","2006/04/19","??????????"??????????"標準式無保留核閱報告 "
"6184","大豐電","資誠會計師事務所","蔡金拋","吳漢期","2006/04/18","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"6189","豐藝電子","勤業眾信會計師事務所","陳慧銘","李麗凰","2006/04/26","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"6191","精成科技","勤業眾信會計師事務所","洪國田","盧啟昌","2006/04/20","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"6192","巨路國際","勤 業 眾 信 會 計 師 事 務 所","林文欽","洪國田","2006/04/16","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6196","帆宣科技","資誠會計師事務所","林鈞堯","李運鞭","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6197","佳必琪","資誠會計師事務所","黎昌州","葉冠妏","2006/04/21","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"6201","亞弘電","致遠 會 計 師 事 務 所","黃崇輝","蔡清典","2006/04/14","???????"???????"保留式核閱報告--其他"
"6202","盛群","安侯建業會計師事務所","魏忠華","曾渼鈺","2006/04/07","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6205","詮欣","資誠會計師事務所","薛守宏","蕭金木","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6206","飛捷","安侯建業會計師事務所","張惠貞","羅子強","2006/04/20","??????????"??????????"標準式無保留核閱報告 "
"6209","今國光學","勤業眾信會計師事務所","呂惠民","陳水金","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6213","聯茂","勤業眾信會計師事務所","楊明哲","張日炎","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6214","精誠資訊","勤業眾信會計師事務所","許秀明","酈蘋","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6215","和椿科技","資誠會計師事務所","王照明","杜佩玲","2007/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6216","居易","勤業眾信會 計 師 事 務 所","葉東煇","黃樹傑","2006/04/14","??????????"??????????"修正式無保留核閱報告--採用其他會計師查核且欲區分責任"
"6224","聚鼎","資誠會計師事務所","林玉寬","劉銀妃","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6225","天瀚","資誠會計師事務所","溫芳郁","王偉臣","2006/04/22","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6226","光鼎電子","安 侯 建 業 會 計 師 事 務 所","梅元貞","周寶蓮","2006/04/21","??????????"??????????"標準式無保留核閱報告 "
"6230","超眾","安 侯 建 業 會 計 師 事 務 所","寇 惠 植","李 慈 慧","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6235","華孚科技","勤業眾信會計師事務所","郭文吉","張銘政","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6239","力成","勤 業 眾 信 會 計 師 事 務 所","林政治","黃裕峰","2006/04/17","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"6243","迅杰","安 侯 建 業 會 計 師 事 務 所","周寶蓮","魏興海","2006/04/21","??????????"??????????"標準式無保留核閱報告 "

"6257","矽格","資誠會計師事務所","曾國華","王偉臣","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6269","台郡科技","資誠會計師事務所","林億彰","洪麗蓉","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"6277","宏正科","安 侯 建 業 會 計 師 事 務 所","黃 柏 淑","王 明 志","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6278","台表科","資誠會計師事務所","周筱姿","張明輝","2006/04/19","??????????"??????????"標準式無保留核閱報告 "
"6281","全國電","安侯建業會計師事務所","張惠貞","施威銘","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"6282","康舒","安侯建業會計師事務所","黃耀明","顏幸福","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6283","淳安電子","勤業眾信會計師事務所","范有偉","戴信維","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6285","啟碁科技","安 侯 建 業 會 計 師 事 務 所","魏興海","張嘉信","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"6289","華上光電","安 侯 建 業 會 計 師 事 務 所","吳美萍","柳金堂","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
















"6505","台塑石化","致遠會計師事務所","吳麗玉","鄧泗堂","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"


"6605","帝寶工業","勤業眾信會計師事務所","吳麗冬","呂惠民","2005/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"


"8016","矽創電子","資誠會計師事務所","林玉寬","王偉臣","2006/04/26","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"8021","尖點","勤 業 眾 信 會 計 師 事 務 所","吳恩銘","陳招美","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8033","雷虎科技","資誠會計師事務所","蕭珍琪","楊明經","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8039","台虹科技","致遠會計師事務所","吳健源","蔡清典","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8046","南電","安侯建業會計師事務所","李慈慧","寇惠植","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8070","長華電材","勤 業 眾 信 會 計 師 事 務 所","郭麗園","曾光敏","2006/04/19","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"8072","陞泰","勤 業 眾 信  會 計 師 事 務 所","郭榮芳","賴國旺","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8081","致新","勤業眾信會計師事務所","陳明煇","葉東煇","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"8101","華冠通訊","安 侯 建 業 會 計 師 事 務 所","吳美萍","柳金堂","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8103","瀚荃","安 侯 建 業 會 計 師 事 務 所","林恒昇","楊美雪","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8105","凌巨","勤業眾信會計師事務所","黃鴻文","黃樹傑","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"8112","至上電子","安 侯 建 業 會 計 師 事 務 所","于 紀 隆","陳 振 乾","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8114","振樺電子","勤 業 眾 信 會 計 師 事 務 所","施景彬","吳恩銘","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"




"8210","勤誠興業","資誠會計師事務所","陳永清","支秉鈞","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"



"8249","菱光科技","資誠會計師事務所","林鈞堯","吳漢期","2006/04/20","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"8261","富鼎","勤 業 眾 信 會 計 師 事 務 所","林文欽","盧啟昌","2006/04/15","??????????"??????????"標準式無保留核閱報告 "


"8374","羅昇","安侯建業會計師事務所","張惠貞","唐慈杰","2006/04/20","??????????"??????????"標準式無保留核閱報告 "










"8926","台汽電","勤業眾信會計師事務所","郭文吉","何瑞軒","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"8940","新天地","勤 業 眾 信  會 計 師 事 務 所","吳麗冬","呂惠民","2006/04/15","??????????"??????????"標準式無保留核閱報告 "
"8996","高力","勤 業 眾 信 會 計 師 事 務 所","陳昭鋒","徐文亞","2006/04/21","??????????"??????????"標準式無保留核閱報告 "












































"9902","台火","安侯建業會計師事務所","李慈慧","吳秋華","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9904","寶成工業","勤業眾信會計師事務所","洪國田","盧啟昌","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9905","大華金","勤業眾信會計師事務所","張清福","陳清祥","2006/04/10","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9906","欣巴巴","致 遠 會 計 師 事 務 所","洪 慶 山","陳 添 益","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9907","統一實業","安侯建業會計師事務所","陳惠媛","羅子強","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9908","大台北","勤 業 眾 信 會 計 師 事 務 所","林義峰","池瑞全","2006/04/24","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"9910","豐泰企業","安侯建業會計師事務所","楊柳鋒","林賢郎","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9911","台灣櫻花","致遠會計師事務所","林奇威","涂清淵","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9912","偉聯","安侯建業會計師事務所","區耀軍","羅瑞蘭","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9914","美利達","勤 業 眾 信 會 計 師 事 務 所","成 德 潤","蔣 淑 菁","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9917","中保","致遠會計師事務所","王金來","張嵐菁","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9918","欣天然","立本台灣聯合會計師事務所","柯 俊 輝","陶 鴻 文","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9919","康那香","資 誠 會 計 師 事 務 所","陳永清","曾惠瑾","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9921","巨大機械","勤業會計師事務所","吳麗冬","曾棟鋆","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9924","台灣福興","資誠會計師事務所","洪麗蓉","林億彰","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9925","新光保全","勤業眾信會計師事務所","陳慧銘","池瑞全","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"9926","新海瓦斯","勤業眾信會計師事務所","游素環","林義峰","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"9927","泰銘","勤業眾信會計師事務所","吳秋燕","王茂霖","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9928","中視","大 中 國 際 聯 合 會 計 師 事 務 所","張榕枝","李聰明","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9929","秋雨","勤 業 眾 信 會 計 師 事 務 所","林安惠","洪玉美","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9930","中聯資源","勤業眾信會計師事務所","曾光敏","邱慧吟","2006/04/10","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9931","欣高","正風聯合會計師事務所","周銀來","丁鴻勛","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9933","中鼎工程","資誠會計師事務所","吳郁隆","翁世榮","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9934","成霖企業","致遠 會 計 師 事 務 所","游朝堂","林鴻光","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9935","慶豐富","正風 聯 合 會 計 師 事 務 所","黃國師","丁鴻勛","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9937","全國","致遠會計師事務所","楊文安","佟韻玲","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9938","台灣百和","勤 業 眾 信 會 計 師 事 務 所","羅瑞霖","蔣淑菁","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9939","宏全","勤業眾信會計師事務所","曾棟鋆","羅瑞霖","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9940","信義房屋","勤業眾信會計師事務所","徐文亞","王自軍","2005/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9941","裕融企業","勤業眾信會計師事務所","郭俐雯","范有偉","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9942","茂順","資誠會計師事務所","蕭珍琪","楊明經","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9943","好樂迪","勤業眾信會計師事務所","張敬人","李東峰","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9944","新麗企業","鼎 信 聯 合 會 計 師 事 務 所","諶  清","林春枝","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9945","潤泰創新","資誠會計師事務所","蔡金拋","王照明","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9946","三發地產","資誠會計師事務所","黎昌州","支秉鈞","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"9955","佳龍","致遠會計師事務所","洪茂益","張志銘","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
