年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013/04,2457,飛宏科技,12081088,10227880,1853208,--,--,1853208,1699720,--,153488,143348,296836,146321,150515,--,--,150515,210568,--,361083,152534,--,-2019,364551,--,-3468,0.55
2013/04,2458,義隆,7794533,4217956,3576577,2320,--,3574257,1912831,--,1661426,58353,1719779,252840,1466939,--,--,1466939,9874,--,1476813,1545693,--,-78754,1555593,--,-78780,3.80
2013/04,2459,敦吉,13474347,12333459,1140888,--,--,1140888,602492,--,538396,75046,613442,180210,433232,--,--,433232,228744,--,661976,394074,--,39158,607434,--,54542,2.77
2013/04,2460,建通精密,4022046,3564142,457904,--,--,457904,397371,--,60533,-37876,22657,7939,14718,--,--,14718,173612,--,188330,14718,--,--,188330,--,--,0.09
2013/04,2461,光群雷射,4078901,3068518,1010383,--,6758,1017141,768615,--,248526,97061,345587,37134,308453,--,--,308453,86969,--,395422,227852,--,80601,322624,--,72798,1.49
2013/04,2462,良得電,4521609,3841221,680388,--,--,680388,438871,--,241517,33684,275201,82673,192528,--,--,192528,54333,--,246861,192528,--,--,246861,--,--,2.21
2013/04,2464,盟立,6591869,5521951,1069918,--,--,1069918,712928,494,357484,33032,390516,42902,347614,--,--,347614,48623,--,396237,347604,--,10,396227,--,10,1.90
2013/04,2465,麗臺科技,2009330,1715195,294135,--,--,294135,410367,--,-116232,16597,-99635,1958,-101593,--,--,-101593,4714,--,-96879,-99716,--,-1877,-95004,--,-1875,-0.93
2013/04,2466,冠西電,1345606,1240578,105028,--,--,105028,253109,--,-148081,127945,-20136,1312,-21448,--,--,-21448,13328,--,-8120,-21809,--,361,-8481,--,361,-0.16
2013/04,2467,志聖工業,3437566,2311124,1126442,--,--,1126442,955833,--,170609,173264,343873,72642,271231,--,--,271231,185091,--,456322,285785,--,-14554,470876,--,-14554,1.80
2013/04,2468,華經,1453600,1285010,168590,--,--,168590,160858,--,7732,30106,37838,6938,30900,--,--,30900,13,--,30913,30900,--,--,30913,--,--,0.44
2013/04,2471,資通,627721,417800,209921,--,--,209921,156404,--,53517,10088,63605,12653,50952,--,--,50952,7801,--,58753,50952,--,--,58753,--,--,1.08
2013/04,2472,立隆電子,5710586,4599702,1110884,--,--,1110884,687522,--,423362,140809,564171,148775,415396,--,--,415396,104171,--,519567,371426,--,43970,434034,--,85533,2.42
2013/04,2474,可成科技,43245550,24924824,18320726,--,--,18320726,4405065,--,13915661,3612614,17528275,3711155,13817120,--,--,13817120,2760864,--,16577984,13801184,--,15936,16553748,--,24236,18.38
2013/04,2475,華映,58660484,51492609,7167875,--,--,7167875,8212980,--,-1045105,-2908202,-3953307,241488,-4194795,--,--,-4194795,2466232,--,-1728563,-4852882,--,658087,-2602077,--,873514,-0.75
2013/04,2476,鉅祥,4579741,3356134,1223607,--,--,1223607,796699,2318,429226,138504,567730,157372,410358,--,--,410358,192212,--,602570,345197,--,65161,504586,--,97984,1.41
2013/04,2477,美隆電,6480442,4317233,2163209,--,--,2163209,664691,--,1498518,102155,1600673,-2534,1603207,--,--,1603207,84531,--,1687738,1094427,--,508780,1178656,--,509082,4.58
2013/04,2478,大毅,3829349,3314417,514932,--,--,514932,410802,--,104130,-5087,99043,13966,85077,--,--,85077,110046,--,195123,76009,--,9068,188799,--,6324,0.31
2013/04,2480,敦陽科技,3651486,2532987,1118499,--,--,1118499,817062,--,301437,39902,341339,74428,266911,--,--,266911,11506,--,278417,266911,--,0,278417,--,0,2.01
2013/04,2481,強茂,13719574,11989802,1729772,0,0,1729772,1899830,--,-170058,-629179,-799237,-18237,-781000,--,--,-781000,322427,--,-458573,-268341,--,-512659,-10807,--,-447766,-0.73
2013/04,2482,連宇,710327,442383,267944,--,--,267944,287638,--,-19694,11758,-7936,3403,-11339,--,--,-11339,4290,--,-7049,-11033,--,-306,-6743,--,-306,-0.18
2013/04,2483,百容,1592380,1259400,332980,--,--,332980,280256,--,52724,100320,153044,28021,125023,--,--,125023,38470,--,163493,122282,--,2741,160752,--,2741,1.10
2013/04,2484,希華,2484183,2033529,450654,--,-448,450206,341598,--,108608,71800,180408,42100,138308,--,--,138308,-45365,--,92943,138414,--,-106,93616,--,-673,0.88
2013/04,2485,兆赫電子,8373594,6782366,1591228,--,--,1591228,917837,--,673391,222614,896005,150149,745856,--,--,745856,46007,--,791863,773690,--,-27834,819659,--,-27796,2.44
2013/04,2486,一詮精密,6680359,5842261,838098,--,--,838098,642205,--,195893,54523,250416,57185,193231,--,--,193231,112637,--,305868,216375,--,-23144,329012,--,-23144,1.06
2013/04,2488,漢平,2372768,1795342,577426,--,--,577426,289486,--,287940,44379,332319,57736,274583,--,--,274583,28051,--,302634,274054,--,529,301840,--,794,3.43
2013/04,2489,瑞軒,29505342,26846592,2658750,--,--,2658750,2313352,--,345398,994554,1339952,195766,1144186,--,--,1144186,338968,--,1483154,1130245,--,13941,1480657,--,2497,1.40
2013/04,2491,吉祥全,945826,878732,67094,--,--,67094,363275,--,-296181,-16812,-312993,225,-313218,--,--,-313218,8490,--,-304728,-132783,--,-180435,-124426,--,-180302,-2.11
2013/04,2492,華新科,13056483,11765274,1291209,--,--,1291209,1628015,--,-336806,-113317,-450123,36983,-487106,--,--,-487106,828174,--,341068,-504178,--,17072,323395,--,17673,-0.74
2013/04,2493,揚博科技,2196683,1620239,576444,--,--,576444,295919,--,280525,38197,318722,59068,259654,--,--,259654,-41339,--,218315,--,--,--,--,--,--,2.27
2013/04,2495,普安,1697869,913524,784345,--,--,784345,750204,--,34141,89797,123938,76747,47191,--,--,47191,-3354,--,43837,47191,--,0,43837,--,0,0.17
2013/04,2496,卓越成功,151927,126251,25676,--,--,25676,50314,--,-24638,-1314,-25952,0,-25952,--,--,-25952,-245,--,-26197,--,--,--,--,--,--,-0.69
2013/04,2497,怡利電子,3286711,2326547,960164,--,--,960164,552642,--,407522,51522,459044,102003,357041,--,--,357041,9007,--,366048,357041,--,--,366048,--,--,3.01
2013/04,2498,宏達電,203402648,161131895,42270753,--,--,42270753,46241275,--,-3970522,3774878,-195644,1128141,-1323785,--,--,-1323785,1428310,--,104525,-1323785,--,0,104525,--,0,-1.60
2013/04,2499,東貝光電,7102587,5806481,1296106,4845,--,1291261,1070816,--,220445,-1313,219132,9758,209374,--,--,209374,701580,--,910954,207121,--,2253,916161,--,-5207,0.63
2013/04,2501,國建,8141139,5550999,2590140,--,--,2590140,1111856,--,1478284,189066,1667350,83388,1583962,--,--,1583962,1113320,--,2697282,1687746,--,-103784,2772489,--,-75207,1.02
2013/04,2504,國產,31632387,29217003,2415384,--,--,2415384,2199947,--,215437,1030383,1245820,131637,1114183,--,--,1114183,599861,--,1714044,930700,--,183483,591507,--,1122537,0.62
2013/04,2505,國揚實業,10616898,8236472,2380426,--,--,2380426,668090,--,1712336,39395,1751731,63754,1687977,--,--,1687977,8185,--,1696162,1687977,--,--,1696162,--,--,3.39
2013/04,2506,太設,3357187,1996702,1360485,--,--,1360485,1424480,--,-63995,891008,827013,105251,721762,--,--,721762,83361,--,805123,674180,--,47582,759116,--,46007,1.76
2013/04,2509,全坤建,358204,206609,151595,--,--,151595,245515,577799,483879,-29506,454373,39515,414858,--,--,414858,9228,--,424086,396041,--,18817,405269,--,18817,2.61
2013/04,2511,太子,17242007,12542510,4699497,--,--,4699497,2679954,--,2019543,-288671,1730872,95400,1635472,--,--,1635472,404732,--,2040204,1652753,--,-17281,2057023,--,-16819,1.30
2013/04,2515,中工,14292991,13351885,941106,--,--,941106,688403,--,252703,20005,272708,-2258,274966,--,--,274966,-116795,--,158171,254939,--,20027,139473,--,18698,0.17
2013/04,2516,新建,10184253,10075544,108709,--,--,108709,175016,--,-66307,55320,-10987,17135,-28122,--,--,-28122,44965,--,16843,-34654,--,6532,7580,--,9263,-0.15
2013/04,2520,冠德,7284392,4988476,2295916,--,--,2295916,1224226,--,1071690,306462,1378152,157932,1220220,--,--,1220220,-2147,--,1218073,1197081,--,23139,1194182,--,23891,2.42
2013/04,2524,京城,4784454,2513562,2270892,--,--,2270892,382205,--,1888687,-62575,1826112,262555,1563557,--,--,1563557,-690,--,1562867,--,--,--,--,--,--,4.16
2013/04,2527,宏璟,2391325,1770912,620413,--,--,620413,228980,-78628,312805,41982,354787,32847,321940,--,--,321940,215320,--,537260,329610,--,-7670,544930,--,-7670,1.26
2013/04,2528,皇普建設,1866518,1495411,371107,--,--,371107,105203,--,265904,-3814,262090,100958,161132,--,--,161132,--,--,161132,--,--,--,--,--,--,1.47
2013/04,2530,華建,602996,403466,199530,--,--,199530,211322,--,-11792,-23547,-35339,12315,-47654,--,--,-47654,5591,--,-42063,-35184,--,-12470,-29593,--,-12470,-0.13
2013/04,2534,宏盛,829887,190694,639193,--,--,639193,961862,--,-322669,223595,-99074,46337,-145411,--,--,-145411,-58599,--,-204010,--,--,--,--,--,--,-0.25
2013/04,2535,達工,15148111,13532355,1615756,--,--,1615756,607042,--,1008714,8000,1016714,163538,853176,--,--,853176,21828,--,875004,836194,--,16982,852203,--,22801,4.06
2013/04,2536,宏普建設,4005958,2317651,1688307,--,--,1688307,423296,--,1265011,-142411,1122600,238735,883865,--,--,883865,27571,--,911436,--,--,--,--,--,--,2.77
2013/04,2537,聯上開發,2283342,1476047,807295,--,--,807295,207121,--,600174,-31595,568579,17267,551312,--,--,551312,5,--,551317,--,--,--,--,--,--,3.50
2013/04,2538,基泰建設,2610254,1515540,1094714,--,--,1094714,273354,--,821360,141514,962874,66506,896368,--,--,896368,15163,--,911531,896368,--,0,911531,--,0,2.22
2013/04,2539,櫻花建設,3120522,1884263,1236259,--,--,1236259,179707,--,1056552,661,1057213,66339,990874,--,--,990874,--,--,990874,--,--,--,--,--,--,5.27
2013/04,2540,愛山林,507048,227189,279859,--,--,279859,70896,--,208963,-8912,200051,0,200051,--,--,200051,--,--,200051,200004,--,47,200004,--,47,7.91
2013/04,2542,興富發,28310296,17827671,10482625,--,--,10482625,2642217,--,7840408,-24612,7815796,1356688,6459108,--,--,6459108,13421,--,6472529,6407447,--,51661,6420868,--,51661,10.85
2013/04,2543,皇昌營造,3598060,3415256,182804,--,--,182804,130908,0,51896,202620,254516,6504,248012,0,--,248012,-2473,--,245539,263740,--,-15728,261230,--,-15691,1.47
2013/04,2545,皇翔,5138420,2221955,2916465,--,--,2916465,858620,--,2057845,-159043,1898802,245051,1653751,--,--,1653751,2837,--,1656588,1651762,--,1989,1654599,--,1989,5.04
2013/04,2546,根基,5973224,5706880,266344,--,--,266344,137103,--,129241,77890,207131,29304,177827,--,--,177827,90502,--,268329,177817,--,10,268300,--,29,1.68
2013/04,2547,日勝,30391438,17832896,12558542,--,--,12558542,1775893,--,10782649,-550353,10232296,85342,10146954,--,--,10146954,-678,--,10146276,10139438,--,7516,10138760,--,7516,12.01
2013/04,2548,華固建設,10269414,6370890,3898524,--,--,3898524,643821,--,3254703,70492,3325195,194357,3130838,--,--,3130838,90495,--,3221333,3065541,--,65297,3135440,--,85893,11.08
2013/04,2597,潤弘精密,14495978,12723255,1772723,--,--,1772723,585431,--,1187292,143188,1330480,186392,1144088,--,--,1144088,80468,--,1224556,1114566,--,29522,1202172,--,22384,8.26
2013/04,2601,益航,8122044,2082255,6039789,--,--,6039789,5090975,--,948814,-189427,759387,569373,190014,--,--,190014,661555,--,851569,-291167,--,481181,116572,--,734997,-0.79
2013/04,2603,長榮海運,139216384,138827639,388745,--,--,388745,5496528,--,-5107783,3518636,-1589147,457657,-2046804,--,--,-2046804,1457237,--,-589567,-1497304,--,-549500,-250135,--,-339432,-0.43
2013/04,2605,新興,4763653,2975934,1787719,--,--,1787719,185133,71209,1673795,-134219,1539576,74667,1464909,236321,--,1701230,472167,--,2173397,1099224,--,602006,1516922,--,656475,1.93
2013/04,2606,裕民,7407948,6364360,1043588,--,--,1043588,291193,--,752395,879400,1631795,64886,1566909,--,--,1566909,1681530,--,3248439,1566909,--,--,3248439,--,--,1.83
2013/04,2607,榮運,6113325,5324294,789031,--,--,789031,271624,--,517407,158274,675681,94383,581298,--,--,581298,105809,--,687107,580653,--,645,686517,--,590,0.54
2013/04,2608,嘉里大榮,7548614,6005761,1542853,--,--,1542853,453520,--,1089333,33147,1122480,219789,902691,--,--,902691,19353,--,922044,882936,--,19755,917481,--,4563,1.83
2013/04,2609,陽明海運,118873960,123004237,-4130277,--,--,-4130277,5603010,3698055,-6035232,3020828,-3014404,-104494,-2909910,--,--,-2909910,492930,--,-2416980,-2946114,--,36204,-2466127,--,49147,-0.90
2013/04,2610,華航,141702545,132163255,9539290,--,--,9539290,10301117,--,-761827,400647,-361180,587700,-948880,--,--,-948880,121723,--,-827157,-1274046,--,325166,-1171929,--,344772,-0.25
2013/04,2611,志信,1580575,1282850,297725,--,--,297725,357359,--,-59634,125181,65547,54560,10987,--,--,10987,48576,--,59563,21041,--,-10054,70176,--,-10613,0.12
2013/04,2612,中航,3333395,2518000,815395,--,--,815395,336524,--,478871,-55090,423781,27133,396648,--,--,396648,276144,--,672792,396648,--,--,672792,--,--,1.55
2013/04,2613,中櫃,2536888,2313683,223205,--,--,223205,112109,--,111096,-18326,92770,12321,80449,--,--,80449,1486,--,81935,80446,--,3,81930,--,5,1.09
2013/04,2614,東森,11718163,8333501,3384662,--,--,3384662,3819187,--,-434525,824448,389923,88423,301500,--,--,301500,150997,--,452497,306321,--,-4821,457318,--,-4821,0.44
2013/04,2615,萬海,59688505,54204308,5484197,--,--,5484197,3257536,--,2226661,278103,2504764,360582,2144182,--,--,2144182,578012,--,2722194,2129108,--,15074,2709594,--,12600,0.96
2013/04,2616,山隆通運,19815500,18623319,1192181,--,--,1192181,935233,--,256948,73291,330239,70870,259369,--,--,259369,108237,--,367606,248980,--,10389,350574,--,17032,2.23
2013/04,2617,台航,2772840,2446826,326014,--,--,326014,148776,--,177238,430025,607263,64970,542293,--,--,542293,208375,--,750668,542293,--,--,750668,--,--,1.30
2013/04,2618,長榮航空,124164451,111196719,12967732,--,--,12967732,9497413,--,3470319,-1629981,1840338,560613,1279725,--,--,1279725,-279340,--,1000385,747450,--,532275,470111,--,530274,0.23
2013/04,2634,漢翔公司,23086459,20839681,2246778,--,--,2246778,1002156,--,1244622,144056,1388678,99650,1289028,--,--,1289028,70143,--,1359171,--,--,--,--,--,--,1.42
2013/04,2637,F-慧洋,8327523,6640688,1686835,--,--,1686835,148026,--,1538809,-40093,1498716,195,1498521,--,--,1498521,6194469,--,7692990,1439155,--,59366,7630947,--,62043,3.43
2013/04,2642,宅配通,2576537,1996309,580228,--,--,580228,371207,--,209021,13211,222232,37532,184700,--,--,184700,-19955,--,164745,184700,--,--,164745,--,--,2.13
2013/04,2701,萬企,359409,190109,169300,--,--,169300,31409,--,137891,105298,243189,37187,206002,--,--,206002,66874,--,272876,--,--,--,--,--,--,0.56
2013/04,2702,華園,646667,149925,496742,--,--,496742,407113,--,89629,-25693,63936,25868,38068,--,--,38068,5017,--,43085,38068,--,--,43085,--,--,0.44
2013/04,2704,國賓,3214810,1780547,1434263,--,--,1434263,1062717,--,371546,66977,438523,74201,364322,--,--,364322,296459,--,660781,356106,--,8216,652531,--,8250,0.97
2013/04,2705,六福,2480924,1575108,905816,--,--,905816,1056902,--,-151086,12281,-138805,140,-138945,--,--,-138945,214,--,-138731,-138945,--,--,-138731,--,--,-0.42
2013/04,2706,第一店,360633,125109,235524,0,0,235524,30185,--,205339,156289,361628,58255,303373,--,--,303373,143778,--,447151,--,--,--,--,--,--,0.82
2013/04,2707,晶華酒店,5735580,3507390,2228190,--,--,2228190,994499,--,1233691,122599,1356290,234857,1121433,--,--,1121433,-56274,--,1065159,1133238,--,-11805,1078101,--,-12942,10.66
2013/04,2712,遠雄來,519756,323152,196604,--,--,196604,114509,--,82095,-6296,75799,10621,65178,--,--,65178,452,--,65630,--,--,--,--,--,--,0.68
2013/04,2722,夏都,663225,294558,368667,--,--,368667,200018,--,168649,5543,174192,32395,141797,--,--,141797,-3571,--,138226,--,--,--,--,--,--,1.67
2013/04,2723,F-美食,15114334,6719096,8395238,--,--,8395238,7453794,--,941444,-17705,923739,319391,604348,--,--,604348,221146,--,825494,574032,--,30316,799638,--,25856,4.07
2013/04,2727,王品,14880588,7067007,7813581,--,--,7813581,6391843,--,1421738,18952,1440690,325414,1115276,--,--,1115276,69902,--,1185178,1019826,--,95450,1052223,--,132955,13.64
2013/04,2731,雄獅旅遊,15854268,13575074,2279194,--,--,2279194,1931276,--,347918,105315,453233,80699,372534,--,--,372534,-6249,--,366285,372046,--,488,365948,--,337,5.85
2013/04,2841,台灣土地,2536417,1080643,1455774,--,--,1455774,569611,--,886163,-37134,849029,5877,843152,--,--,843152,3172,--,846324,843152,--,0,846324,--,0,1.37
2013/04,2901,欣欣大眾,150961,21046,129915,--,--,129915,94156,0,35759,8013,43772,7326,36446,--,--,36446,1055,--,37501,--,--,--,--,--,--,0.50
2013/04,2903,遠百,46754377,23803129,22951248,--,--,22951248,20244804,--,2706444,1313323,4019767,1016840,3002927,--,--,3002927,-88450,--,2914477,2165564,--,837363,2045801,--,868676,1.54
2013/04,2904,匯僑,515454,307942,207512,--,--,207512,66721,--,140791,31305,172096,21542,150554,--,--,150554,1529,--,152083,151750,--,-1196,153279,--,-1196,2.20
2013/04,2906,高林實,6248395,4861938,1386457,--,--,1386457,1349402,--,37055,106484,143539,65222,78317,--,--,78317,71435,--,149752,101015,--,-22698,172846,--,-23094,0.46
2013/04,2908,特力,35203864,24593530,10610334,--,--,10610334,9833596,--,776738,-44016,732722,92108,640614,0,--,640614,29732,--,670346,635139,--,5475,658927,--,11419,1.30
2013/04,2910,統領,663423,256628,406795,0,0,406795,270193,--,136602,-7842,128760,28931,99829,--,--,99829,324,--,100153,99917,--,-88,100241,--,-88,0.57
2013/04,2911,麗嬰房,9305249,4803135,4502114,--,--,4502114,4566956,--,-64842,-46705,-111547,-52936,-58611,--,--,-58611,110607,--,51996,-72304,--,13693,36266,--,15730,-0.34
2013/04,2912,統一超,200610839,137188780,63422059,--,--,63422059,53225494,--,10196565,1096231,11292796,2050503,9242293,--,--,9242293,-72378,--,9169915,8036752,--,1205541,7965390,--,1204525,7.73
2013/04,2913,台灣農林,1774665,1180568,594097,--,--,594097,394987,-9081,190029,778612,968641,-64354,1032995,--,--,1032995,4057,--,1037052,1022509,--,10486,1025731,--,11321,1.52
2013/04,2915,潤泰全球,76546540,5298626,71247914,--,--,71247914,1922592,--,69325322,9765773,79091095,138557,78952538,--,--,78952538,-13850653,--,65101885,43587278,--,35365260,30214498,--,34887387,54.85
2013/04,2923,F-鼎固,10767050,6718936,4048114,--,--,4048114,760377,--,3287737,-985380,2302357,921849,1380508,--,--,1380508,1913131,--,3293639,1307046,--,73462,3147208,--,146431,0.75
2013/04,2929,F-淘帝,3795445,2251580,1543865,--,--,1543865,696648,--,847217,23100,870317,296508,573809,--,--,573809,64470,--,638279,573809,0,--,638279,0,--,12.72
2013/04,3002,歐格電子,479206,332583,146623,--,--,146623,122166,--,24457,36848,61305,10548,50757,0,--,50757,68855,--,119612,50757,--,--,119612,--,--,0.50
2013/04,3003,健和興,2782808,2025536,757272,--,--,757272,381052,--,376220,47097,423317,118122,305195,--,--,305195,44764,--,349959,312246,--,-7051,356628,--,-6669,2.24
2013/04,3004,豐達科技,1064425,733184,331241,--,--,331241,186789,--,144452,-5106,139346,28595,110751,--,--,110751,2424,--,113175,110751,--,0,113175,--,0,2.66
2013/04,3005,神基科技,15217618,12273755,2943863,--,--,2943863,2370636,28675,601902,6507,608409,109179,499230,--,--,499230,587207,--,1086437,402387,--,96843,964416,--,122021,0.69
2013/04,3006,晶豪科技,6802908,5392909,1409999,--,--,1409999,990404,--,419595,303501,723096,51248,671848,--,--,671848,86228,--,758076,670151,--,1697,756379,--,1697,2.62
2013/04,3008,大立光,27433293,14472392,12960901,--,--,12960901,2179868,--,10781033,719682,11500715,1890924,9609791,--,--,9609791,103436,--,9713227,9609791,0,0,9713227,0,0,71.64
2013/04,3010,華立,34398398,31294253,3104145,--,--,3104145,2085357,--,1018788,620011,1638799,399776,1239023,--,--,1239023,204174,--,1443197,1159458,--,79565,1338100,--,105097,5.01
2013/04,3011,今皓,2525620,2351499,174121,--,--,174121,298989,--,-124868,26971,-97897,-2719,-95178,--,--,-95178,46937,--,-48241,-95178,0,0,-48241,0,0,-0.84
2013/04,3013,晟銘電子,2671160,2127927,543233,--,--,543233,419136,--,124097,-5879,118218,22569,95649,--,--,95649,-4749,--,90900,95649,--,--,90900,--,--,0.53
2013/04,3014,聯陽,3561112,2137568,1423544,--,--,1423544,1190535,--,233009,44610,277619,56596,221023,--,--,221023,26088,--,247111,221023,--,0,247111,--,0,1.22
2013/04,3015,全漢,15371621,13138848,2232773,-772,--,2233545,1833593,--,399952,252765,652717,155305,497412,0,--,497412,453423,--,950835,494549,--,2863,936958,--,13877,2.14
2013/04,3016,嘉晶,823454,738700,84754,--,--,84754,96399,--,-11645,-14741,-26386,841,-27227,--,--,-27227,-197,--,-27424,-27227,--,--,-27424,--,--,-0.29
2013/04,3017,奇鋐科技,19989632,17613925,2375707,--,--,2375707,2048088,--,327619,41744,369363,131121,238242,--,--,238242,318128,--,556370,245920,--,-7678,562396,--,-6026,0.70
2013/04,3018,同開科技,663599,600638,62961,--,--,62961,79267,--,-16306,399,-15907,-6419,-9488,--,--,-9488,-2400,--,-11888,-9488,--,--,-11888,--,--,-0.21
2013/04,3019,亞洲光學,17954790,15780280,2174510,--,--,2174510,2344277,--,-169767,-544248,-714015,111227,-825242,--,--,-825242,630763,--,-194479,-857271,--,32029,-396238,--,201759,-3.05
2013/04,3021,鴻名企業,1437661,1091976,345685,--,--,345685,301193,--,44492,11472,55964,7740,48224,--,--,48224,34224,--,82448,48221,--,3,82445,--,3,0.45
2013/04,3022,威強電,4890416,3323190,1567226,--,-109,1567117,1155448,--,411669,960537,1372206,256338,1115868,--,--,1115868,157324,--,1273192,1120849,--,-4981,1278173,--,-4981,3.62
2013/04,3023,信邦電子,10555261,8287168,2268093,--,--,2268093,1535095,--,732998,134046,867044,258618,608426,--,--,608426,319823,--,928249,663263,--,-54837,992896,--,-64647,3.20
2013/04,3024,憶聲電子,5015990,4522788,493202,--,--,493202,1115359,--,-622157,-13727,-635884,-19996,-615888,--,--,-615888,104857,--,-511031,-550683,--,-65205,-471052,--,-39979,-1.99
2013/04,3025,星通,603841,337849,265992,--,--,265992,238617,0,27375,16272,43647,5076,38571,--,--,38571,4829,--,43400,40122,--,-1551,44551,--,-1151,0.57
2013/04,3026,禾伸堂,15898687,13924661,1974026,--,--,1974026,1309563,--,664463,137822,802285,174539,627746,--,--,627746,241181,--,868927,695665,--,-67919,836822,--,32105,2.44
2013/04,3027,盛達電業,1138854,858077,280777,--,--,280777,332969,46617,-5575,60935,55360,20211,35149,--,--,35149,40531,--,75680,34841,--,308,75291,--,389,0.38
2013/04,3028,增你強,30126801,28931754,1195047,--,--,1195047,1068755,--,126292,145571,271863,42119,229744,--,--,229744,237606,--,467350,229600,--,144,467206,--,144,1.08
2013/04,3029,零壹科技,4306763,3927141,379622,--,--,379622,294221,--,85401,12951,98352,16228,82124,--,--,82124,2255,--,84379,82376,--,-252,84631,--,-252,0.87
2013/04,3030,德律科技,4083860,2027984,2055876,--,--,2055876,1143339,--,912537,67560,980097,173797,806300,--,--,806300,32168,--,838468,806300,--,--,838468,--,--,3.41
2013/04,3031,佰鴻工業,2762165,2351443,410722,--,--,410722,426660,--,-15938,34080,18142,36732,-18590,--,--,-18590,50324,--,31734,32336,--,-50926,83191,--,-51457,0.16
2013/04,3032,偉訓科技,2380649,1929271,451378,--,--,451378,427197,--,24181,36249,60430,20838,39592,--,--,39592,60055,--,99647,50076,--,-10484,108534,--,-8887,0.48
2013/04,3033,威健,33299359,31111369,2187990,--,--,2187990,1545422,--,642568,16053,658621,130548,528073,--,--,528073,66702,--,594775,528073,--,--,594775,--,--,2.16
2013/04,3034,聯詠,41449654,29956555,11493099,--,--,11493099,6061725,--,5431374,251912,5683286,938328,4744958,--,--,4744958,-402,--,4744556,4744958,--,0,4744556,--,0,7.81
2013/04,3035,智原,6946007,3737053,3208954,--,--,3208954,2203562,--,1005392,-12501,992891,178552,814339,--,--,814339,9693,--,824032,818771,--,-4432,828464,--,-4432,2.02
2013/04,3036,文曄科技,87759131,82643922,5115209,--,--,5115209,3360884,--,1754325,-113892,1640433,336073,1304360,--,--,1304360,985590,--,2289950,1304342,--,18,2290019,--,-69,3.86
2013/04,3037,欣興電子,59934614,53377165,6557449,--,--,6557449,5453114,430965,1535300,-322157,1213143,256898,956245,--,--,956245,759011,--,1715256,1172551,--,-216306,1815690,--,-100434,0.76
2013/04,3038,全台,3635599,3177366,458233,--,--,458233,428902,1131,30462,30685,61147,11340,49807,--,--,49807,4617,--,54424,50694,--,-887,55017,--,-593,0.23
2013/04,3040,遠見,206308,90699,115609,--,--,115609,101304,--,14305,27937,42242,12429,29813,--,--,29813,56801,--,86614,31152,--,-1339,87996,--,-1382,0.32
2013/04,3041,揚智,4155584,2277375,1878209,--,--,1878209,1858004,--,20205,983449,1003654,112866,890788,--,--,890788,31012,--,921800,890788,--,--,921800,--,--,3.05
2013/04,3042,晶技,9503583,7309553,2194030,--,--,2194030,1242876,--,951154,110611,1061765,126604,935161,--,--,935161,179040,--,1114201,935161,0,0,1114201,0,0,3.02
2013/04,3043,科風,1820525,1830209,-9684,2123,--,-11807,470317,--,-482124,4623,-477501,45463,-522964,--,--,-522964,-11009,--,-533973,-485191,--,-37773,-496469,--,-37504,-2.68
2013/04,3044,健鼎科技,40771697,34869022,5902675,--,--,5902675,3024944,-331332,2546399,345318,2891717,524869,2366848,--,--,2366848,947390,--,3314238,2374586,--,-7738,3321696,--,-7458,4.52
2013/04,3045,台灣大,109143367,70033319,39110048,--,--,39110048,18374554,59343,20794837,-1676296,19118541,3300760,15817781,--,--,15817781,53691,--,15871472,15583447,--,234334,15655368,--,216104,5.79
2013/04,3046,建碁,1248708,840761,407947,--,--,407947,609202,--,-201255,34830,-166425,7656,-174081,--,--,-174081,88455,--,-85626,-174081,--,--,-85626,--,--,-1.06
2013/04,3047,訊舟科技,5857793,4266605,1591188,--,--,1591188,1438343,--,152845,105523,258368,109230,149138,-13471,--,135667,11072,--,146739,141878,--,-6211,158145,--,-11406,0.75
2013/04,3048,益登,34736756,33175531,1561225,--,--,1561225,1250849,--,310376,-66422,243954,41098,202856,--,--,202856,78415,--,281271,201855,--,1001,280034,--,1237,1.28
2013/04,3049,和鑫,5150578,2983819,2166759,--,--,2166759,235716,-14806,1916237,-144868,1771369,0,1771369,-1462030,--,309339,8394,--,317733,311583,--,-2244,319977,--,-2244,0.35
2013/04,3050,鈺德科技,1002841,745063,257778,0,0,257778,257827,--,-49,-52530,-52579,6455,-59034,0,--,-59034,27231,--,-31803,-59034,--,0,-31803,--,0,-0.31
2013/04,3051,力特光電,4025820,3225999,799821,--,--,799821,378467,--,421354,-9374,411980,-124642,536622,--,--,536622,10823,--,547445,536622,--,0,547445,--,0,1.65
