年季,公司代號,公司名稱,利息淨收益,利息以外淨收益,呆帳費用,營業費用,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動之累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,稀釋每股盈餘,營業收入,營業成本,營業毛利（毛損）,營業利益（損失）,營業外收入及支出,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據,會計原則變動累積影響數,綜合損益總額歸屬於共同控制下前手權益
2009/02,1539.0,巨庭機械,,,,53317.0,-24725.0,5600.0,-30325.0,0.0,0.0,,-30325.0,-30325.0,0.0,-0.46,,376219.0,343404.0,32815.0,-20502.0,-4223.0,,,,,,,,,,,0.0,0.0
2009/02,1540.0,喬福機械,,,,66848.0,193099.0,53794.0,139305.0,0.0,0.0,,139305.0,139305.0,0.0,2.02,,822076.0,575757.0,246319.0,179471.0,13628.0,,,,,,,,,,,0.0,0.0
2009/02,1558.0,伸興,,,,157760.0,198319.0,34206.0,164113.0,0.0,0.0,,164113.0,164113.0,0.0,3.78,,1214139.0,872613.0,341526.0,183766.0,14553.0,,,,,,,,,,,0.0,0.0
2009/02,1568.0,倉佑,,,,95718.0,-161017.0,20029.0,-181046.0,0.0,0.0,,-181046.0,-172935.0,-8111.0,-2.12,,455388.0,501387.0,-45999.0,-141717.0,-19300.0,,,,,,,,,,,0.0,0.0
2009/02,1582.0,信錦,,,,358123.0,441414.0,75527.0,365887.0,0.0,0.0,,365887.0,361341.0,4546.0,2.67,,2857919.0,2051148.0,806771.0,448648.0,-7234.0,,,,,,,,,,,0.0,0.0
2009/02,1583.0,程泰,,,,212684.0,19962.0,7940.0,12022.0,0.0,0.0,,12022.0,-4714.0,16736.0,-0.05,,962360.0,739752.0,222608.0,9924.0,10038.0,,,,,,,,,,,0.0,0.0
2009/02,1603.0,華電,,,,62758.0,178185.0,42448.0,135737.0,0.0,0.0,,135737.0,135737.0,0.0,0.48,,1293952.0,1056342.0,237610.0,174852.0,3333.0,,,,,,,,,,,0.0,0.0
2009/02,1604.0,聲寶,,,,1197688.0,-3539.0,-1954.0,-1585.0,0.0,0.0,,-1585.0,970.0,-2555.0,0.0,,4597258.0,3441310.0,1155948.0,-41740.0,38201.0,,,,,,,,,,,0.0,0.0
2009/02,1605.0,華新,,,,1922994.0,1872007.0,460861.0,1411146.0,0.0,0.0,,1411146.0,801367.0,609779.0,0.26,,55569257.0,50472885.0,5096372.0,3173378.0,-1301371.0,,,,,,,,,,,0.0,0.0
2009/02,1608.0,華榮,,,,124852.0,455999.0,37988.0,418011.0,0.0,0.0,,418011.0,350672.0,67339.0,0.65,,4801374.0,4521752.0,279622.0,154770.0,301229.0,,,,,,,,,,,0.0,0.0
2009/02,1609.0,大亞電線,,,,329905.0,-24729.0,72329.0,-97058.0,0.0,0.0,,-97058.0,-159380.0,62322.0,-0.28,,6430319.0,6125172.0,305147.0,-24758.0,29.0,,,,,,,,,,,0.0,0.0
2009/02,1611.0,中電,,,,309103.0,102034.0,47497.0,54537.0,0.0,0.0,,54537.0,66224.0,-11687.0,0.17,,2024056.0,1564665.0,459391.0,150288.0,-48254.0,,,,,,,,,,,0.0,0.0
2009/02,1612.0,宏泰,,,,106747.0,87509.0,13052.0,74457.0,0.0,0.0,,74457.0,76043.0,-1586.0,0.23,,2311848.0,2158974.0,152874.0,46127.0,41382.0,,,,,,,,,,,0.0,0.0
2009/02,1613.0,台一,,,,213963.0,-260032.0,8500.0,-268532.0,0.0,0.0,,-268532.0,-180573.0,-87959.0,0.0,,10131369.0,10015184.0,116185.0,-97778.0,-162254.0,,,,,,,,,,,0.0,0.0
2009/02,1614.0,三洋電,,,,676808.0,171408.0,30981.0,140427.0,0.0,0.0,,140427.0,138403.0,2024.0,0.45,,3178511.0,2369246.0,809265.0,132457.0,38951.0,,,,,,,,,,,0.0,0.0
2009/02,1616.0,億泰,,,,103438.0,-21856.0,7872.0,-29728.0,0.0,0.0,,-29728.0,-28193.0,-1535.0,-0.15,,1890530.0,1799578.0,90952.0,-12486.0,-9370.0,,,,,,,,,,,0.0,0.0
2009/02,1617.0,榮星電線,,,,116710.0,-97632.0,-12756.0,-84876.0,0.0,0.0,,-84876.0,-84536.0,-340.0,-0.72,,1378423.0,1382099.0,-3676.0,-120386.0,22754.0,,,,,,,,,,,0.0,0.0
2009/02,1618.0,合機公司,,,,67473.0,89853.0,32320.0,57533.0,0.0,0.0,,57533.0,57533.0,0.0,0.25,,1276998.0,1238407.0,38591.0,-28882.0,118735.0,,,,,,,,,,,0.0,0.0
2009/02,1701.0,中化,,,,594799.0,199420.0,24620.0,174800.0,0.0,0.0,,174800.0,170960.0,3840.0,0.58,,2155461.0,1416301.0,739160.0,144361.0,55059.0,,,,,,,,,,,0.0,0.0
2009/02,1702.0,南僑化工,,,,1001592.0,212640.0,38394.0,174246.0,0.0,0.0,,174246.0,122620.0,51626.0,0.5,,3709175.0,2449888.0,1259287.0,257695.0,-45055.0,,,,,,,,,,,0.0,0.0
2009/02,1704.0,榮化,,,,1019690.0,2065968.0,316949.0,1749019.0,0.0,0.0,,1749019.0,1761353.0,-12334.0,2.56,,16865480.0,14106523.0,2758957.0,1739267.0,326701.0,,,,,,,,,,,0.0,0.0
2009/02,1707.0,葡萄王,,,,245085.0,238879.0,66586.0,172293.0,0.0,0.0,,172293.0,133131.0,39162.0,1.02,,1087724.0,637361.0,450363.0,205278.0,33601.0,,,,,,,,,,,0.0,0.0
2009/02,1708.0,東鹼,,,,125303.0,118964.0,5971.0,112993.0,0.0,0.0,,112993.0,115179.0,-2186.0,0.73,,1429000.0,1186914.0,242086.0,116783.0,2181.0,,,,,,,,,,,0.0,0.0
2009/02,1709.0,和益化工,,,,295122.0,257772.0,81268.0,176504.0,0.0,0.0,,176504.0,142389.0,34115.0,0.47,,3954659.0,3423864.0,530795.0,235673.0,22099.0,,,,,,,,,,,0.0,0.0
2009/02,1710.0,東聯,,,,229470.0,869640.0,151492.0,718148.0,0.0,0.0,,718148.0,571956.0,146192.0,0.72,,4353652.0,3770015.0,583637.0,354167.0,515473.0,,,,,,,,,,,0.0,0.0
2009/02,1711.0,永光化學,,,,455866.0,49737.0,3422.0,46315.0,0.0,0.0,,46315.0,40002.0,6313.0,0.1,,2921784.0,2447788.0,473996.0,18130.0,31607.0,,,,,,,,,,,0.0,0.0
2009/02,1712.0,興農,,,,1527098.0,287692.0,73353.0,214339.0,0.0,0.0,,214339.0,213955.0,384.0,0.63,,6331565.0,4597811.0,1733754.0,206656.0,81036.0,,,,,,,,,,,0.0,0.0
2009/02,1714.0,和桐化學,,,,539390.0,575538.0,-36454.0,611992.0,0.0,0.0,,611992.0,587082.0,24910.0,1.02,,16337434.0,15271944.0,1065490.0,526100.0,49438.0,,,,,,,,,,,0.0,0.0
2009/02,1715.0,萬洲化學,,,,602252.0,109418.0,24650.0,84768.0,0.0,0.0,,84768.0,69388.0,15380.0,0.31,,3884082.0,3167758.0,716324.0,114072.0,-4654.0,,,,,,,,,,,0.0,0.0
2009/02,1717.0,長興材料,,,,1555373.0,1934312.0,30866.0,1903446.0,0.0,0.0,,1903446.0,1897490.0,5956.0,2.11,,12798293.0,10331663.0,2466630.0,911257.0,1023055.0,,,,,,,,,,,0.0,0.0
2009/02,1718.0,中纖,,,,,-1380261.0,145927.0,,0.0,0.0,0.0,-1526188.0,-766596.0,-759592.0,-0.69,0.0,10724439.0,,,,,,,,,,,,12104700.0,,,,
2009/02,1720.0,生達化學,,,,375634.0,175254.0,40854.0,134400.0,0.0,0.0,,134400.0,134507.0,-107.0,0.86,,1120394.0,584734.0,535660.0,160026.0,15228.0,,,,,,,,,,,0.0,0.0
2009/02,1721.0,三晃,,,,60951.0,-22994.0,0.0,-22994.0,0.0,0.0,,-22994.0,-22994.0,0.0,-0.18,,624711.0,567405.0,57306.0,-3645.0,-19349.0,,,,,,,,,,,0.0,0.0
2009/02,1722.0,台肥,,,,366966.0,2358682.0,611355.0,1747327.0,0.0,0.0,,1747327.0,1747327.0,0.0,1.78,,9405407.0,7611081.0,1794326.0,1427360.0,931322.0,,,,,,,,,,,0.0,0.0
2009/02,1723.0,中碳,,,,130696.0,645997.0,91074.0,554923.0,0.0,0.0,,554923.0,554923.0,0.0,2.41,,2361133.0,1649015.0,712118.0,581422.0,64575.0,,,,,,,,,,,0.0,0.0
2009/02,1724.0,台硝,,,,88720.0,36093.0,20496.0,15597.0,0.0,0.0,,15597.0,14673.0,924.0,0.11,,681741.0,565851.0,115890.0,27170.0,8923.0,,,,,,,,,,,0.0,0.0
2009/02,1725.0,元禎,,,,96665.0,46569.0,11376.0,35193.0,0.0,0.0,,35193.0,35193.0,0.0,0.26,,4114672.0,3950076.0,164596.0,67931.0,-21362.0,,,,,,,,,,,0.0,0.0
2009/02,1726.0,永記造漆,,,,338689.0,390879.0,72736.0,318143.0,0.0,0.0,,318143.0,318143.0,0.0,1.96,,3012164.0,2326930.0,685234.0,346545.0,44334.0,,,,,,,,,,,0.0,0.0
2009/02,1727.0,中華化學,,,,60005.0,29181.0,8288.0,20893.0,0.0,0.0,,20893.0,22902.0,-2009.0,0.33,,581506.0,493682.0,87824.0,27819.0,1362.0,,,,,,,,,,,0.0,0.0
2009/02,1729.0,必翔實業,,,,261852.0,25739.0,33242.0,-7503.0,0.0,0.0,,-7503.0,14820.0,-22323.0,0.09,,746744.0,452793.0,293951.0,32099.0,-6360.0,,,,,,,,,,,0.0,0.0
2009/02,1730.0,花仙子,,,,174118.0,36849.0,4386.0,32463.0,0.0,0.0,,32463.0,32463.0,0.0,0.61,,432720.0,227960.0,204760.0,30642.0,6207.0,,,,,,,,,,,0.0,0.0
2009/02,1731.0,美吾華,,,,294687.0,50304.0,18298.0,32006.0,0.0,0.0,,32006.0,28831.0,3175.0,0.27,,1464677.0,1142243.0,322434.0,27747.0,22557.0,,,,,,,,,,,0.0,0.0
2009/02,1732.0,毛寶,,,,136959.0,29342.0,6399.0,22943.0,0.0,0.0,,22943.0,22943.0,0.0,0.54,,355057.0,189785.0,165272.0,28313.0,1029.0,,,,,,,,,,,0.0,0.0
2009/02,1733.0,五鼎,,,,74447.0,203184.0,60756.0,142428.0,0.0,0.0,,142428.0,142428.0,0.0,1.49,,665430.0,373751.0,291679.0,217232.0,-14048.0,,,,,,,,,,,0.0,0.0
2009/02,1734.0,杏輝藥品,,,,289366.0,83493.0,17013.0,66480.0,0.0,0.0,,66480.0,73914.0,-7434.0,0.67,,893433.0,539469.0,353964.0,64598.0,18895.0,,,,,,,,,,,0.0,0.0
2009/02,1735.0,日勝化,,,,189790.0,89447.0,13721.0,75726.0,0.0,0.0,,75726.0,76789.0,-1063.0,0.84,,2034000.0,1729014.0,304986.0,115196.0,-25749.0,,,,,,,,,,,0.0,0.0
2009/02,1736.0,喬山健康,,,,2282353.0,-457432.0,-79927.0,-377505.0,0.0,0.0,,-377505.0,-368334.0,-9171.0,-1.93,,3554040.0,1834035.0,1720005.0,-562348.0,104916.0,,,,,,,,,,,0.0,0.0
2009/02,1762.0,中化合成,,,,106621.0,162847.0,1370.0,161477.0,0.0,0.0,,161477.0,160346.0,1131.0,2.46,,589821.0,316416.0,273405.0,166784.0,-3937.0,,,,,,,,,,,0.0,0.0
2009/02,1773.0,勝一化工,,,,194269.0,268530.0,70033.0,198497.0,0.0,0.0,,198497.0,198497.0,0.0,1.51,,2178771.0,1738265.0,440506.0,246237.0,22293.0,,,,,,,,,,,0.0,0.0
2009/02,1802.0,台玻,,,,1399444.0,-614990.0,96444.0,-711434.0,0.0,0.0,,-711434.0,-553679.0,-157755.0,-0.35,,13631699.0,12578867.0,1052832.0,-346612.0,-268378.0,,,,,,,,,,,0.0,0.0
2009/02,1805.0,寶徠,,,,30366.0,-67791.0,0.0,-67791.0,0.0,0.0,,-67791.0,-67791.0,0.0,-1.12,,66744.0,101207.0,-34463.0,-64829.0,-2962.0,,,,,,,,,,,0.0,0.0
2009/02,1806.0,冠軍,,,,749255.0,146554.0,30058.0,116496.0,0.0,0.0,,116496.0,116599.0,-103.0,0.33,,2324444.0,1324960.0,999484.0,250229.0,-103675.0,,,,,,,,,,,0.0,0.0
2009/02,1809.0,中釉,,,,249515.0,192069.0,56211.0,135858.0,0.0,0.0,,135858.0,82795.0,53063.0,0.49,,1654164.0,1300241.0,353923.0,104408.0,87661.0,,,,,,,,,,,0.0,0.0
2009/02,1810.0,和成,,,,578400.0,-97171.0,23455.0,-120626.0,0.0,0.0,,-120626.0,-114270.0,-6356.0,-0.31,,1985095.0,1535310.0,449785.0,-128615.0,31444.0,,,,,,,,,,,0.0,0.0
2009/02,1902.0,台紙,,,,223476.0,-200071.0,26464.0,-226535.0,0.0,0.0,,-226535.0,-244540.0,18005.0,-0.73,,2498681.0,2512553.0,-13872.0,-237348.0,37277.0,,,,,,,,,,,0.0,0.0
2009/02,1903.0,士紙,,,,126787.0,-154548.0,0.0,-154548.0,0.0,0.0,,-154548.0,-154548.0,0.0,-0.59,,654154.0,682047.0,-27893.0,-154680.0,132.0,,,,,,,,,,,0.0,0.0
2009/02,1904.0,正隆,,,,1925934.0,748652.0,102347.0,646305.0,0.0,0.0,,646305.0,489713.0,156592.0,0.47,,13678581.0,10889500.0,2789081.0,863147.0,-114495.0,,,,,,,,,,,0.0,0.0
2009/02,1905.0,華紙,,,,228819.0,-801250.0,-142140.0,-659110.0,0.0,0.0,,-659110.0,-629132.0,-29978.0,-1.05,,3191275.0,3767213.0,-575938.0,-804757.0,3507.0,,,,,,,,,,,0.0,0.0
2009/02,1906.0,寶隆,,,,42713.0,-9404.0,744.0,-10148.0,0.0,0.0,,-10148.0,-11207.0,1059.0,-0.08,,435602.0,393074.0,42528.0,-185.0,-9219.0,,,,,,,,,,,0.0,0.0
2009/02,1907.0,永豐餘,,,,2861607.0,-339142.0,36207.0,-375349.0,0.0,0.0,,-375349.0,-439231.0,63882.0,-0.27,,19768022.0,16749128.0,3018894.0,157287.0,-496429.0,,,,,,,,,,,0.0,0.0
2009/02,1909.0,榮成,,,,547076.0,8388.0,52728.0,-44340.0,0.0,0.0,,-44340.0,-58159.0,13819.0,-0.11,,4588972.0,3876731.0,712241.0,165165.0,-156777.0,,,,,,,,,,,0.0,0.0
2009/02,2002.0,中鋼,,,,4683446.0,-8218895.0,-1256360.0,-6962535.0,0.0,0.0,,-6962535.0,-6451064.0,-511471.0,-0.53,,113343770.0,119853181.0,-6509411.0,-11177631.0,2958736.0,,,,,,,,,,,0.0,0.0
2009/02,2006.0,東和鋼鐵,,,,533053.0,502718.0,140789.0,361929.0,0.0,0.0,,361929.0,362363.0,-434.0,0.4,,9327260.0,8395515.0,931745.0,398692.0,104026.0,,,,,,,,,,,0.0,0.0
2009/02,2008.0,高興昌,,,,187843.0,-302712.0,7358.0,-310070.0,0.0,0.0,,-310070.0,-308636.0,-1434.0,-0.8,,3077548.0,3243641.0,-166093.0,-353936.0,51224.0,,,,,,,,,,,0.0,0.0
2009/02,2010.0,春源鋼鐵,,,,355149.0,-189753.0,13024.0,-202777.0,0.0,0.0,,-202777.0,-141377.0,-61400.0,-0.35,,9148370.0,9225243.0,-76873.0,-432022.0,242269.0,,,,,,,,,,,0.0,0.0
2009/02,2012.0,春雨,,,,466063.0,-436990.0,14118.0,-451108.0,0.0,0.0,,-451108.0,-477207.0,26099.0,-1.8,,2548717.0,2473095.0,75622.0,-390441.0,-46549.0,,,,,,,,,,,0.0,0.0
2009/02,2013.0,中鋼構,,,,163629.0,187952.0,109845.0,78107.0,0.0,0.0,,78107.0,78107.0,0.0,0.51,,6326847.0,6028116.0,298731.0,135102.0,52850.0,,,,,,,,,,,0.0,0.0
2009/02,2014.0,中鴻,,,,733792.0,-2556345.0,-1469.0,-2554876.0,0.0,0.0,,-2554876.0,-2554876.0,0.0,-1.72,,18249937.0,21029385.0,-2779448.0,-3513240.0,956895.0,,,,,,,,,,,0.0,0.0
2009/02,2017.0,官田鋼,,,,222336.0,-143584.0,19953.0,-163537.0,0.0,0.0,,-163537.0,-184733.0,21196.0,-0.58,,1928912.0,1808859.0,120053.0,-102283.0,-41301.0,,,,,,,,,,,0.0,0.0
2009/02,2020.0,美亞鋼管,,,,249487.0,-38657.0,55138.0,-93795.0,0.0,0.0,,-93795.0,-24458.0,-69337.0,-0.12,,3232502.0,3042355.0,190147.0,-59340.0,20683.0,,,,,,,,,,,0.0,0.0
2009/02,2022.0,聚亨,,,,375031.0,-1449666.0,3878.0,-1453544.0,0.0,0.0,,-1453544.0,-1156094.0,-297450.0,-2.09,,2766343.0,3719141.0,-952798.0,-1327829.0,-121837.0,,,,,,,,,,,0.0,0.0
2009/02,2023.0,燁輝,,,,1036886.0,-1093973.0,-110052.0,-983921.0,0.0,0.0,,-983921.0,-823967.0,-159954.0,-0.58,,19400849.0,19256923.0,143926.0,-887051.0,-206922.0,,,,,,,,,,,0.0,0.0
2009/02,2024.0,志聯工業,,,,40125.0,-285383.0,-2648.0,-282735.0,0.0,0.0,,-282735.0,-262960.0,-19775.0,2.35,,575445.0,791308.0,-215863.0,-255988.0,-29395.0,,,,,,,,,,,0.0,0.0
2009/02,2025.0,千興,,,,55052.0,5837.0,0.0,5837.0,0.0,0.0,,5837.0,5821.0,16.0,0.02,,2417915.0,2419629.0,-1714.0,-56766.0,62603.0,,,,,,,,,,,0.0,0.0
2009/02,2027.0,大成鋼,,,,1404638.0,161188.0,23564.0,137624.0,0.0,0.0,,137624.0,129879.0,7745.0,0.28,,10036117.0,8409924.0,1626193.0,221555.0,-60367.0,,,,,,,,,,,0.0,0.0
2009/02,2028.0,威致鋼鐵,,,,108526.0,174059.0,54498.0,119561.0,0.0,0.0,,119561.0,119561.0,0.0,0.46,,2414824.0,2246412.0,168412.0,59886.0,114173.0,,,,,,,,,,,0.0,0.0
2009/02,2029.0,盛餘,,,,407527.0,-556995.0,-69104.0,-487891.0,0.0,0.0,,-487891.0,-481750.0,-6141.0,-1.5,,6425414.0,6588901.0,-163487.0,-571014.0,14019.0,,,,,,,,,,,0.0,0.0
2009/02,2030.0,彰源,,,,201520.0,-25116.0,-57755.0,32639.0,0.0,0.0,,32639.0,32639.0,0.0,0.12,,3042469.0,2828815.0,213654.0,12134.0,-37250.0,,,,,,,,,,,0.0,0.0
2009/02,2031.0,新光鋼,,,,60176.0,-884311.0,-193845.0,-690466.0,0.0,0.0,,-690466.0,-692068.0,1602.0,-2.56,,2262097.0,3259247.0,-997150.0,-1057326.0,173015.0,,,,,,,,,,,0.0,0.0
2009/02,2034.0,允強,,,,192229.0,-172892.0,-52303.0,-120589.0,0.0,0.0,,-120589.0,-120589.0,0.0,-0.35,,4747408.0,4767306.0,-19898.0,-212127.0,39235.0,,,,,,,,,,,0.0,0.0
2009/02,2049.0,上銀科技,,,,494401.0,25602.0,8394.0,17208.0,0.0,0.0,,17208.0,17208.0,0.0,0.09,,1789426.0,1246423.0,543003.0,50385.0,-24783.0,,,,,,,,,,,0.0,0.0
2009/02,2059.0,川湖,,,,134107.0,326563.0,81016.0,245547.0,0.0,0.0,,245547.0,245547.0,0.0,3.13,,936649.0,498331.0,438318.0,304211.0,22352.0,,,,,,,,,,,0.0,0.0
2009/02,2062.0,橋椿,,,,244795.0,209240.0,41288.0,167952.0,0.0,0.0,,167952.0,167952.0,0.0,1.04,,2244701.0,1800565.0,444136.0,199341.0,9899.0,,,,,,,,,,,0.0,0.0
2009/02,2101.0,南港輪胎,,,,462189.0,491204.0,38691.0,452513.0,0.0,0.0,,452513.0,452513.0,0.0,0.69,,5020765.0,4298044.0,722721.0,262142.0,229062.0,,,,,,,,,,,0.0,0.0
2009/02,2102.0,泰豐輪胎,,,,379367.0,301946.0,70.0,301876.0,0.0,0.0,,301876.0,301794.0,82.0,0.95,,3356258.0,2720966.0,635292.0,255925.0,46021.0,,,,,,,,,,,0.0,0.0
2009/02,2103.0,台橡,,,,537461.0,2217719.0,702998.0,1514721.0,0.0,0.0,,1514721.0,1180239.0,334482.0,1.82,,9839382.0,7076804.0,2762578.0,2225117.0,-7398.0,,,,,,,,,,,0.0,0.0
2009/02,2104.0,中橡,,,,778421.0,272352.0,362134.0,-89782.0,0.0,0.0,,-89782.0,-301108.0,211326.0,-0.7,,7655599.0,7178455.0,477144.0,-301277.0,573629.0,,,,,,,,,,,0.0,0.0
2009/02,2105.0,正新,,,,3847302.0,7728028.0,1308971.0,6419057.0,0.0,0.0,,6419057.0,5808871.0,610186.0,3.52,,39184055.0,27938509.0,11245546.0,7399070.0,328958.0,,,,,,,,,,,0.0,0.0
2009/02,2106.0,建大,,,,932143.0,1600879.0,410206.0,1190673.0,0.0,0.0,,1190673.0,1177224.0,13449.0,2.27,,9031063.0,6522827.0,2508236.0,1576093.0,24786.0,,,,,,,,,,,0.0,0.0
2009/02,2107.0,厚生,,,,161521.0,494820.0,870.0,493950.0,0.0,0.0,,493950.0,493950.0,0.0,0.98,,1423457.0,752724.0,670733.0,509212.0,-14392.0,,,,,,,,,,,0.0,0.0
2009/02,2108.0,南帝化工,,,,258156.0,423267.0,104235.0,319032.0,0.0,0.0,,319032.0,319032.0,0.0,1.09,,2485645.0,1772731.0,712914.0,454758.0,-31491.0,,,,,,,,,,,0.0,0.0
2009/02,2109.0,華豐橡膠,,,,381618.0,80178.0,37265.0,42913.0,0.0,0.0,,42913.0,32930.0,9983.0,0.1,,3331312.0,2831608.0,499704.0,118086.0,-37908.0,,,,,,,,,,,0.0,0.0
2009/02,2201.0,裕隆汽車,,,,2575197.0,1259151.0,404222.0,854929.0,0.0,0.0,,854929.0,613284.0,241645.0,0.39,,19197028.0,15911699.0,3285329.0,717188.0,541963.0,,,,,,,,,,,0.0,0.0
2009/02,2204.0,中華汽車,,,,2523549.0,133799.0,31831.0,101968.0,0.0,0.0,,101968.0,90776.0,11192.0,0.07,,16485046.0,14593603.0,1891443.0,-628748.0,762547.0,,,,,,,,,,,0.0,0.0
2009/02,2206.0,三陽工業,,,,2828218.0,-269526.0,52853.0,-322379.0,0.0,0.0,,-322379.0,-361463.0,39084.0,-0.44,,15071299.0,12573360.0,2497939.0,-330279.0,60753.0,,,,,,,,,,,0.0,0.0
2009/02,2207.0,和泰汽車,,,,2662223.0,2532848.0,745928.0,1786920.0,0.0,0.0,,1786920.0,1639073.0,147847.0,3.0,,44275328.0,39390368.0,4884960.0,2212826.0,320022.0,,,,,,,,,,,0.0,0.0
2009/02,2227.0,裕隆日產,,,,1223629.0,363093.0,-178288.0,541381.0,0.0,0.0,,541381.0,541381.0,0.0,1.8,,9644346.0,9059662.0,584684.0,-638945.0,1002038.0,,,,,,,,,,,0.0,0.0
2009/02,2228.0,劍麟,,,,133272.0,43855.0,11731.0,32124.0,0.0,0.0,,32124.0,32124.0,0.0,0.53,,629989.0,469554.0,160435.0,27163.0,16692.0,,,,,,,,,,,0.0,0.0
2009/02,2231.0,為升,,,,56116.0,108855.0,33318.0,75537.0,0.0,0.0,,75537.0,75537.0,0.0,1.6,,418765.0,247861.0,170904.0,114788.0,-5933.0,,,,,,,,,,,0.0,0.0
2009/02,2301.0,光寶科技,,,,9156681.0,3157042.0,642902.0,2514140.0,0.0,0.0,,2514140.0,1998858.0,515282.0,0.92,,79217871.0,67519864.0,11698007.0,2616432.0,540610.0,,,,,,,,,,,0.0,0.0
2009/02,2302.0,麗正,,,,99660.0,-9082.0,-2992.0,-6090.0,0.0,0.0,,-6090.0,-6090.0,0.0,-0.03,,467460.0,392256.0,75204.0,-24456.0,15374.0,,,,,,,,,,,0.0,0.0
2009/02,2303.0,聯電,,,,6194003.0,-8468347.0,275442.0,-8743789.0,0.0,0.0,,-8743789.0,-6612749.0,-2131040.0,-0.52,,34073991.0,33770732.0,303259.0,-5903813.0,-2564534.0,,,,,,,,,,,0.0,0.0
2009/02,2305.0,全友電腦,,,,234671.0,-110508.0,6915.0,-117423.0,0.0,0.0,,-117423.0,-119981.0,2558.0,-0.59,,516229.0,401554.0,114675.0,-119996.0,9488.0,,,,,,,,,,,0.0,0.0
2009/02,2308.0,台達電,,,,6640031.0,5944487.0,-106542.0,6051029.0,0.0,0.0,,6051029.0,5182722.0,868307.0,2.32,,54837744.0,43911646.0,10926098.0,4286067.0,1658420.0,,,,,,,,,,,0.0,0.0
2009/02,2311.0,日月光,,,,4096943.0,559910.0,509208.0,50702.0,0.0,0.0,,50702.0,107514.0,-56812.0,0.02,,34278126.0,29095620.0,5182506.0,1085563.0,-525653.0,,,,,,,,,,,0.0,0.0
2009/02,2312.0,金寶電子,,,,747534.0,-644250.0,-122083.0,-522167.0,0.0,0.0,,-522167.0,-520410.0,-1757.0,-0.38,,12853229.0,12033434.0,819795.0,72261.0,-716511.0,,,,,,,,,,,0.0,0.0
2009/02,2313.0,華通,,,,702586.0,-286772.0,-86594.0,-200178.0,0.0,0.0,,-200178.0,-200178.0,0.0,-0.17,,9072924.0,8471834.0,601090.0,-101496.0,-185276.0,,,,,,,,,,,0.0,0.0
2009/02,2314.0,台揚科技,,,,524079.0,-17030.0,-3137.0,-13893.0,0.0,0.0,,-13893.0,-20301.0,6408.0,-0.05,,2904444.0,2439612.0,464832.0,-59247.0,42217.0,,,,,,,,,,,0.0,0.0
2009/02,2316.0,楠梓電,,,,225315.0,117279.0,2490.0,114789.0,0.0,0.0,,114789.0,114789.0,0.0,0.26,,2715472.0,2568689.0,146783.0,-78532.0,195811.0,,,,,,,,,,,0.0,0.0
2009/02,2317.0,鴻海,,,,43214757.0,33632669.0,5383973.0,28248696.0,0.0,0.0,,28248696.0,28377469.0,-128773.0,3.32,,812102514.0,736225492.0,75877022.0,32662265.0,970404.0,,,,,,,,,,,0.0,0.0
2009/02,2321.0,東訊,,,,577703.0,-338855.0,-9327.0,-329528.0,0.0,0.0,,-329528.0,-259968.0,-69560.0,-0.87,,4393263.0,4147931.0,245332.0,-332371.0,-6484.0,,,,,,,,,,,0.0,0.0
2009/02,2323.0,中環,,,,1510402.0,-1341735.0,16354.0,-1358089.0,0.0,0.0,,-1358089.0,-1245948.0,-112141.0,-0.46,,12301240.0,12007961.0,293279.0,-1217123.0,-124612.0,,,,,,,,,,,0.0,0.0
2009/02,2324.0,仁寶電腦,,,,7997444.0,7453584.0,1270671.0,6182913.0,0.0,0.0,,6182913.0,6037625.0,145288.0,1.57,,253546844.0,237316506.0,16230338.0,8232894.0,-779310.0,,,,,,,,,,,0.0,0.0
2009/02,2325.0,矽品,,,,1496294.0,2468394.0,542304.0,1926090.0,0.0,0.0,,1926090.0,1926090.0,0.0,0.62,,24300265.0,20428704.0,3871561.0,2375267.0,93127.0,,,,,,,,,,,0.0,0.0
2009/02,2327.0,國巨,,,,1192714.0,-225857.0,100392.0,-326249.0,0.0,0.0,,-326249.0,-329293.0,3044.0,-0.15,,8197231.0,6995222.0,1202009.0,9295.0,-235152.0,,,,,,,,,,,0.0,0.0
2009/02,2328.0,廣宇,,,,346082.0,311417.0,44275.0,267142.0,0.0,0.0,,267142.0,210087.0,57055.0,0.43,,5542871.0,4977498.0,565373.0,219291.0,92126.0,,,,,,,,,,,0.0,0.0
2009/02,2329.0,華泰電子,,,,379291.0,-352226.0,666896.0,-1019122.0,0.0,0.0,,-1019122.0,-1020157.0,1035.0,-1.68,,3894436.0,3831964.0,62472.0,-314933.0,-37293.0,,,,,,,,,,,0.0,0.0
2009/02,2330.0,台積電,,,,15439917.0,27137484.0,1204266.0,25933218.0,0.0,0.0,,25933218.0,26000519.0,-67301.0,1.01,,113711840.0,71936007.0,41775833.0,26335916.0,801568.0,,,,,,,,,,,0.0,0.0
